"id","main_id","ra","dec","distance_ly","x","y","z","spectral_type","diameter_solar","diameter_km","temperature","mass"
"1469","LP  884-94","27.7714120013775","-30.9657500139269","65.32","49.5586","26.0977","-33.6088","M4.5Ve","0.34","473280.0","3000.0","0.3"
"1470","G 132-25","11.48615274858","33.78641877436","65.33","53.2094","10.8122","36.3299","M5Ve","0.3","417600.0","3000.0","0.3"
"1471","CD-58  7734","305.674789098072","-58.2856631679953","65.33","20.0283","-27.8982","-55.5749","M1V","0.46","640320.0","3000.0","0.3"
"1472","LSPM J1954+1801","298.681617586702","18.0328584685625","65.35","29.8236","-54.5154","20.2299","M8V","0.18","250560.0","3000.0","0.3"
"1473","G 241-76","3.31597744935661","69.3268803396476","65.35","23.0323","1.3345","61.1421","M4","0.34","473280.0","3000.0","0.3"
"1474","Ross  826","319.01599679004","29.86278514363","65.35","42.7819","-37.1688","32.5394","M3.3V","0.38","528960.0","3000.0","0.3"
"1475","LSR J0804+6153","121.024128491385","61.8924624401511","65.38","-15.8755","26.3961","57.6694","M9:","0.14","194880.0","3000.0","0.3"
"1476","BD+34  2541","218.740881525707","33.7467272131667","65.38","-42.4027","-34.0207","36.3201","K6V","0.66","918720.0","4000.0","0.7"
"1477","2MASS J16482431-2913100","252.101322496962","-29.2194507929511","65.4","-17.5421","-54.3158","-31.9254","L5pec","","","",""
"1478","G 267-100","6.26793866953","-36.77162267579","65.4","52.0741","5.7195","-39.1502","M2.5","0.42","584640.0","3000.0","0.3"
"1479","SIPS J0227-1624","36.7930498191092","-16.4132411948528","65.41","50.246","37.5793","-18.4825","L1.5","","","",""
"1480","WT 1681","145.913000918137","-19.7621638538519","65.41","-50.9813","34.5","-22.1162","M2.0","0.42","584640.0","3000.0","0.3"
"1481","LP  772-8","47.4632875089988","-19.1132537977906","65.43","41.7962","45.554","-21.4242","M4.0","0.34","473280.0","3000.0","0.3"
"1482","L  691-8","210.620333809629","-21.0101962370886","65.44","-52.5711","-31.1157","-23.4625","M3.5V","0.38","528960.0","3000.0","0.3"
"1483","LP  316-400","159.37031161965","30.1863293011272","65.44","-52.9388","19.9297","32.9041","M8V","0.18","250560.0","3000.0","0.3"
"1484","HD 112758","194.756505350721","-9.83407758956139","65.46","-62.3708","-16.4284","-11.1803","G9V","0.92","1280640.0","5500.0","1.0"
"1485","Ross  644","253.550136084066","11.9146828628731","65.49","-18.1457","-61.4562","13.5207","K7V","0.62","863040.0","4000.0","0.7"
"1486","G  28-46","347.8490818","8.5170431","65.49","63.3167","-13.6328","9.6993","M3V","0.38","528960.0","3000.0","0.3"
"1487","*  53 Aqr B","336.642793433333","-16.7415893638889","65.49","57.5748","-24.8638","-18.8648","G3V","1.04","1447680.0","5500.0","1.0"
"1488","HD 217107","344.56475374828","-2.39538423188","65.51","63.092","-17.4202","-2.738","G8IV-V","0.94","1308480.0","5500.0","1.0"
"1489","2MASS J06402517-2352194","100.104965295638","-23.8720850509042","65.51","-10.5106","58.9764","-26.5116","L5","","","",""
"1490","G 187-13","315.31704706425","33.2425818281408","65.52","38.9619","-38.5331","35.9171","M4V","0.34","473280.0","3000.0","0.3"
"1491","LP  914-6","220.09225490781","-27.87844184231","65.52","-44.3061","-37.299","-30.637","M3.0Ve","0.38","528960.0","3000.0","0.3"
"1492","LP  698-2","323.124040252715","-5.19973020761806","65.61","52.2679","-39.2095","-5.9461","M6Ve","0.26","361920.0","3000.0","0.3"
"1493","HD  12058","29.13539120011","-60.2266378383339","65.61","28.4577","15.8624","-56.9492","K4.5Vk:","0.74","1030080.0","4000.0","0.7"
"1494","PM J00468+1603","11.72206194929","16.05074593452","65.62","61.7468","12.8119","18.1432","M2.0V","0.42","584640.0","3000.0","0.3"
"1495","WISE J061348.71+480819.7","93.453232125","48.1385516388889","65.63","-2.6381","43.7175","48.8786","T5","","","",""
"1496","L  159-20","283.000791696895","-60.7697363879622","65.65","7.212","-31.2365","-57.2904","M3.5V","0.38","528960.0","3000.0","0.3"
"1497","LP  932-81","342.159945079327","-31.1447767629592","65.67","53.502","-17.2189","-33.9647","M3","0.38","528960.0","3000.0","0.3"
"1498","GD 356","250.23811883012","53.6859213978","65.69","-13.1533","-36.6112","52.9319","DAEH6.5","","","",""
"1499","G 160-19","55.8419292602963","-9.5640779591683","65.7","36.3764","53.6105","-10.9161","M4.5V","0.34","473280.0","3000.0","0.3"
"1500","BD+55  1823","244.27229952422","55.2691031657906","65.72","-16.2535","-33.7304","54.0111","M1.5Ve","0.46","640320.0","3000.0","0.3"
"1501","LP  315-53","154.144453418436","27.863562820285","65.73","-52.2925","25.3418","30.7201","M8V","0.18","250560.0","3000.0","0.3"
"1502","G 132-32","12.2112414532342","35.8562281843636","65.75","52.084","11.2716","38.5133","dM4.5","","","",""
"1503","2MASS J13585269+3747137","209.719549","37.787148","65.76","-45.1337","-25.7642","40.2931","T4.5","","","",""
"1504","HD 198550","312.54399275919","29.38409585402","65.77","38.7496","-42.2227","32.2708","K5V","0.7","974400.0","4000.0","0.7"
"1505","LP  593-56","56.7784397155933","1.64656614330917","65.78","36.0245","55.0061","1.8901","DQ9","","","",""
"1506","Wolf  386","170.935724871308","8.56348639304167","65.78","-64.2344","10.2476","9.795","M0V","0.5","696000.0","3000.0","0.3"
"1507","CD-51    89","5.82719530235208","-50.8938722772194","65.81","41.2957","4.2145","-51.0672","M4V","0.34","473280.0","3000.0","0.3"
"1508","* alf Ari","31.7933570995765","23.4624175502009","65.81","51.3108","31.8058","26.2021","K2-IIIbCa-1","0.82","1141440.0","4000.0","0.7"
"1509","SIPS J1228-1547","187.063466","-15.792842","65.82","-62.8547","-7.7883","-17.9136","L5.5+L5.5","","","",""
"1510","BD+36  2322B","194.413802155418","35.2219857801721","65.83","-52.0853","-13.3866","37.9672","M4.5Ve","0.34","473280.0","3000.0","0.3"
"1511","HD  89269","154.71644902182","44.0483206168081","65.84","-42.7895","20.2115","45.7762","G4V","1.02","1419840.0","5500.0","1.0"
"1512","G   5-43","52.94641325915","14.3215944990822","65.85","38.4456","50.9198","16.2889","M2.5V","0.42","584640.0","3000.0","0.3"
"1513","G  65-40","214.270256509229","10.5933387386511","65.86","-53.4985","-36.4535","12.1075","M2V","0.42","584640.0","3000.0","0.3"
"1514","2MASS J04393407-3235516","69.89193672342","-32.59765816245","65.87","19.0783","52.1112","-35.4866","M6V","0.26","361920.0","3000.0","0.3"
"1515","Ross  991","191.754138177672","46.6259364585381","65.88","-44.2949","-9.2167","47.8872","M2.5V","0.42","584640.0","3000.0","0.3"
"1516","*  53 Aqr A","336.642917591667","-16.7421946805556","65.89","57.9263","-25.0154","-18.9807","G2V","1.06","1475520.0","5500.0","1.0"
"1517","G  14-8","193.3309133","-5.3312181","65.89","-63.8372","-15.1269","-6.122","M2.5V","0.42","584640.0","3000.0","0.3"
"1518","LSPM J1723+1338","260.98666604747","13.63894020635","65.9","-10.033","-63.2509","15.5394","M4.0V","0.34","473280.0","3000.0","0.3"
"1519","G  68-37","356.087020201015","21.60141836402","65.9","61.1288","-4.1813","24.2609","M3.4V","0.38","528960.0","3000.0","0.3"
"1520","LP  721-16","104.790339354356","-13.7904337047767","65.9","-16.3382","61.8798","-15.7087","dM3.0","","","",""
"1521","L  591-6","67.1488296424771","-25.1692494263714","65.91","23.1653","54.9705","-28.0311","M2.5V","0.42","584640.0","3000.0","0.3"
"1522","HD 202751","319.512392182572","0.161576270194722","65.92","50.135","-42.8006","0.1859","K4/5V","0.74","1030080.0","4000.0","0.7"
"1523","L  462-119","146.416992408694","-39.0407406489733","65.92","-42.6539","28.321","-41.5212","M2.5V","0.42","584640.0","3000.0","0.3"
"1524","BD-10    47","4.77317661843625","-9.96485240852778","65.92","64.7004","5.4025","-11.4071","M0V","0.5","696000.0","3000.0","0.3"
"1525","G 139-50","264.71352741935","8.02646766551","65.93","-6.015","-65.0064","9.2058","M2.5V","0.42","584640.0","3000.0","0.3"
"1526","HD 180161","288.047319632185","57.6719796651531","65.93","10.9227","-33.5225","55.7109","K0","0.9","1252800.0","4000.0","0.7"
"1527","LP  798-25","205.540964341845","-16.0064803970817","65.95","-57.1982","-27.3324","-18.1855","M4V","0.34","473280.0","3000.0","0.3"
"1528","G  88-2","104.87021080434","19.50936205543","65.95","-15.9531","60.0817","22.0247","M3.0V","0.38","528960.0","3000.0","0.3"
"1529","G 268-47","11.78317234829","-23.50781910415","65.96","59.2111","12.3517","-26.3097","M4V","0.34","473280.0","3000.0","0.3"
"1530","* c UMa","138.58559181927","61.4233169622","66.0","-23.6758","20.8836","57.9597","G0V","1.1","1531200.0","5500.0","1.0"
"1531","LAWD 68","264.25300345195","-54.4323783131928","66.01","-3.8448","-38.2026","-53.6945","DAs","","","",""
"1532","PSO J224.3820+47.4057","224.381443625","47.4058383611111","66.02","-31.9345","-31.2523","48.6017","T7","","","",""
"1533","WISE J052844.51-330823.9","82.1854180416667","-33.140095","66.02","7.5164","54.7676","-36.0923","T7pec","","","",""
"1534","HD 128400","220.46858731101","-75.13947912469","66.07","-12.8909","-10.9977","-63.8602","G6V","0.98","1364160.0","5500.0","1.0"
"1535","LEHPM 2-90","296.398225732993","-25.956082496625","66.08","26.4161","-53.2191","-28.922","M9","0.14","194880.0","3000.0","0.3"
"1536","G  86-7","71.15564882811","29.82114235321","66.09","18.5202","54.2651","32.8662","M2.5V","0.42","584640.0","3000.0","0.3"
"1537","DENIS J020529.0-115925","31.3723546647471","-11.9915892251489","66.1","55.2048","33.6606","-13.7335","L7V","","","",""
"1538","LP  263-71","166.38945113158","32.23130845137","66.1","-54.3439","13.1578","35.2537","M5","0.3","417600.0","3000.0","0.3"
"1539","Ross  878","111.86921696738","22.04387121666","66.1","-22.8216","56.8588","24.8084","M2V","0.42","584640.0","3000.0","0.3"
"1540","LP  855-60","206.087104908583","-26.3097724477856","66.1","-53.2165","-26.0556","-29.2971","dM4.0","","","",""
"1541","LSR J0155+3758","28.7596888100587","37.9672986409681","66.12","45.6965","25.08","40.6778","M5.0V","0.3","417600.0","3000.0","0.3"
"1542","LP  930-22","325.445038497902","-27.0818453714711","66.12","48.4846","-33.3911","-30.102","M4.5Ve","0.34","473280.0","3000.0","0.3"
"1543","Ross  364","44.1434362516383","55.4372504772164","66.13","26.9215","26.1284","54.4584","M1.0V","0.46","640320.0","3000.0","0.3"
"1544","G 234-56","137.19154511517","66.59401972855","66.14","-19.2752","17.8543","60.6975","M2.5V","0.42","584640.0","3000.0","0.3"
"1545","Ross  365","44.1464822319158","55.4415575941761","66.14","26.9212","26.1309","54.4695","M2.5V","0.42","584640.0","3000.0","0.3"
"1546","UCAC4 534-003054","26.32003726368","16.61635740483","66.16","56.8249","28.1094","18.9192","dM6","","","",""
"1547","2MASS J18095256-0448081","272.469001","-4.802265","66.16","2.8401","-65.8665","-5.5387","T1","","","",""
"1548","LP  636-16","313.13124739814","-1.78586193532","66.17","45.2166","-48.2667","-2.0621","M4.5Ve","0.34","473280.0","3000.0","0.3"
"1549","G 234-35","127.484700117388","61.7257605719828","66.17","-19.0745","24.8721","58.2753","K7V","0.62","863040.0","4000.0","0.7"
"1550","2MASSI J1106119+275422","166.549692133436","27.9060632197097","66.2","-56.8974","13.6077","30.9831","T0.0+T4.5","","","",""
"1551","L  484-31","254.188047937733","-37.0607432136342","66.21","-14.3966","-50.8362","-39.9022","M1V","0.46","640320.0","3000.0","0.3"
"1552","Wolf  750","262.12660684286","37.45197401006","66.22","-7.2012","-52.0741","40.2681","dM4.5","","","",""
"1553","BD-06  1339","88.2511861921137","-5.99484477669583","66.23","2.0101","65.8371","-6.917","K7V/M0V","0.62","863040.0","4000.0","0.7"
"1554","HD  64468","118.725272152194","19.2363439285867","66.23","-30.0536","54.8366","21.8205","K2.5V","0.82","1141440.0","4000.0","0.7"
"1555","HD  51866","105.410784943433","48.3786699579536","66.24","-11.6916","42.415","49.5178","K3V","0.78","1085760.0","4000.0","0.7"
"1556","G 154-8","265.634460947883","-16.6402283350978","66.25","-4.8317","-63.2914","-18.9714","M2.5V","0.42","584640.0","3000.0","0.3"
"1557","LP  287-39","334.448412877876","37.1308119054828","66.26","47.6598","-22.7853","39.997","DC","","","",""
"1558","L  360-13","355.253033354588","-44.9550432746478","66.26","46.7288","-3.8804","-46.8161","M2","0.42","584640.0","3000.0","0.3"
"1559","2MASS J05500772+1610556","87.5323298189692","16.1819460144708","66.27","2.7403","63.5855","18.4687","L3.0","","","",""
"1560","2MASS J18510178+5935040","282.757457271012","59.5844883240814","66.28","7.4098","-32.727","57.1583","L9","","","",""
"1561","LP  872-48","313.0701734965","-22.10928372378","66.28","41.934","-44.8584","-24.9461","DC","","","",""
"1562","BD+65  1846","346.12586896686","66.764385107193","66.29","25.3893","-6.271","60.9132","M0.5V","0.5","696000.0","3000.0","0.3"
"1563","HD 149806","249.28511659863","0.25434041429","66.29","-23.4477","-62.0039","0.2943","K0V","0.9","1252800.0","4000.0","0.7"
"1564","GD 25","34.06813153812","39.85705876721","66.3","42.1599","28.5102","42.49","DA5.4","","","",""
"1565","HD  30501","71.4107429204433","-50.0742006710367","66.32","13.5686","40.3432","-50.8592","K2V","0.82","1141440.0","4000.0","0.7"
"1566","2MASSI J1627279+810507","246.866145169295","81.0855260111844","66.33","-4.0382","-9.452","65.5288","M9e","0.14","194880.0","3000.0","0.3"
"1567","HD 212330","336.234869455633","-57.7974558879442","66.34","32.3557","-14.2471","-56.1349","G2IV-V","1.06","1475520.0","5500.0","1.0"
"1568","* tau Cyg","318.697885511287","38.0453178160241","66.35","39.2539","-34.488","40.8905","F2IV","1.44","2004480.0","6500.0","1.3"
"1569","* pi.01 Cnc","138.073114188476","14.9960489455841","66.36","-47.6903","42.8305","17.1708","G9V","0.92","1280640.0","5500.0","1.0"
"1570","HD 104067","179.791703520429","-20.3537811297544","66.36","-62.2163","0.2262","-23.0811","K2V","0.82","1141440.0","4000.0","0.7"
"1571","HD 220221","350.435213601","45.17605342995","66.4","46.1567","-7.7776","47.0959","K3V(k)","0.78","1085760.0","4000.0","0.7"
"1572","MCC 150","210.58176981426","13.68963564992","66.4","-55.5401","-32.8225","15.7144","M1V","0.46","640320.0","3000.0","0.3"
"1573","G  46-23","137.503107398423","9.02724904675639","66.41","-48.3585","44.3076","10.42","dM5.0","","","",""
"1574","G 211-14","318.695277709122","38.0206355895206","66.42","39.307","-34.5378","40.9111","M2.5V","0.42","584640.0","3000.0","0.3"
"1575","LP  294-35","15.27870165094","29.25911031345","66.43","55.9064","15.2719","32.4683","dM4.5","","","",""
"1576","CFBDS J030135-161418","45.396532","-16.238278","66.43","44.786","45.4102","-18.576","T7.0","","","",""
"1577","ULAS J115508.39+044502.3","178.7855365","4.7500025","66.43","-66.187","1.4031","5.501","T7","","","",""
"1578","SSSPM J2352-2538","357.960263752094","-25.6269059324931","66.45","59.8753","-2.1325","-28.7402","M9e","0.14","194880.0","3000.0","0.3"
"1579","HD 208313","328.687663784131","32.3285667878969","66.46","47.9787","-29.1857","35.5411","K1","0.86","1197120.0","4000.0","0.7"
"1580","* sig02 UMa","137.598108228438","67.1340178393973","66.47","-19.0728","17.417","61.2465","F7V","1.29","1795680.0","6500.0","1.3"
"1581","G  35-32","32.920694118965","18.5605491926917","66.47","52.8944","34.246","21.1578","M3.0V","0.38","528960.0","3000.0","0.3"
"1582","* alf Cae","70.1404688056796","-41.8637512638431","66.48","16.8193","46.5655","-44.3662","F2V","1.44","2004480.0","6500.0","1.3"
"1583","HD  25893","61.8931420001438","38.0745425854368","66.48","24.6553","46.162","40.9973","G9V(k)","0.92","1280640.0","5500.0","1.0"
"1584","L  210-70","306.925339163482","-56.4569866372419","66.49","22.0724","-29.3706","-55.4175","M2.5V","0.42","584640.0","3000.0","0.3"
"1585","G 189-1","331.502775950264","39.3008048542583","66.49","45.2181","-24.5486","42.1142","M3.0V","0.38","528960.0","3000.0","0.3"
"1586","NAME Kelu-1","196.41735101425","-25.684920045875","66.5","-57.4858","-16.9379","-28.8226","L2+L3.5","","","",""
"1587","CD-30  8858","164.646201540219","-31.1439446580617","66.52","-54.9006","15.0745","-34.4035","M2.5V","0.42","584640.0","3000.0","0.3"
"1588","G 220-6","34.2714063399258","54.5815492239325","66.52","31.858","21.7087","54.2099","dM4.5","","","",""
"1589","HD 340345","307.544451128638","26.8428334961806","66.52","36.168","-47.0594","30.0368","M1V","0.46","640320.0","3000.0","0.3"
"1590","PM J06411-0432","100.299688423364","-4.53675238136694","66.54","-11.8599","65.2627","-5.2632","DC","","","",""
"1591","G 184-22","281.069904486722","22.1565588045039","66.54","11.8327","-60.4798","25.0948","M3.5Ve","0.38","528960.0","3000.0","0.3"
"1592","*  22 Lyn","112.48315488244","49.67245940035","66.54","-16.4673","39.7887","50.7273","F6V","1.32","1837440.0","6500.0","1.3"
"1593","G  38-24","61.025548437945","30.7126699860386","66.55","27.7164","50.0543","33.9893","M1.5V","0.46","640320.0","3000.0","0.3"
"1594","HD  34751B","79.69807819331","-21.39346786431","66.55","11.0814","60.9656","-24.2755","M3.5V","0.38","528960.0","3000.0","0.3"
"1595","HIP 110922","337.097567992731","-25.9021407377745","66.56","55.1536","-23.3005","-29.0758","M3-V+M3V","0.38","528960.0","3000.0","0.3"
"1596","PM J13335+7029","203.3903861535","70.49477677079","66.59","-20.4068","-8.8267","62.7685","M3.5V","0.38","528960.0","3000.0","0.3"
"1597","G  29-18","349.035282493922","6.74339611716417","66.6","64.9319","-12.58","7.8204","M3V","0.38","528960.0","3000.0","0.3"
"1598","BD+05  2767","203.58959141027","4.66740049759","66.61","-60.8413","-26.5678","5.4202","K5V","0.7","974400.0","4000.0","0.7"
"1599","HD  34751","79.69662695234","-21.39375686283","66.61","11.093","61.0202","-24.2977","K6Vk","0.66","918720.0","4000.0","0.7"
"1600","UCAC4 480-049635","163.77316004285","5.99533711256","66.62","-63.6162","18.5145","6.9583","M3.6","0.38","528960.0","3000.0","0.3"
"1601","G  41-18","135.58284933086","8.46848284618861","66.62","-47.0654","46.1175","9.8108","M3.0V","0.38","528960.0","3000.0","0.3"
"1602","* gam Dor","64.00661092702","-51.48664797621","66.63","18.1838","37.2933","-52.1355","F1V","1.47","2046240.0","6500.0","1.3"
"1603","LP  160-22","95.96352953288","45.66791375992","66.63","-4.8376","46.3101","47.6605","M5.0V","0.3","417600.0","3000.0","0.3"
"1604","G 151-51","230.39296208576","-2.28282312141","66.64","-42.4505","-51.301","-2.6544","M0V","0.5","696000.0","3000.0","0.3"
"1605","* alf Tau","68.9801627900154","16.5093023507718","66.64","22.9177","59.641","18.9372","K5+III","0.7","974400.0","4000.0","0.7"
"1606","BD+33  1814","137.377539504396","32.8193091089017","66.64","-41.2089","37.9234","36.1183","dM0.5","","","",""
"1607","LSPM J1943+4518","295.78036592575","45.30259691704","66.65","20.3888","-42.2131","47.3769","M5.5","0.3","417600.0","3000.0","0.3"
"1608","G 268-130","17.3020907228321","-24.6891421505197","66.65","57.8171","18.0103","-27.8394","M3V","0.38","528960.0","3000.0","0.3"
"1609","G 143-35","302.80524708384","16.1855528853719","66.66","34.6839","-53.8081","18.5814","M4.0V","0.34","473280.0","3000.0","0.3"
"1610","HD  37008","84.5494204098775","51.4457449115989","66.66","3.9464","41.3584","52.1293","K1V","0.86","1197120.0","4000.0","0.7"
"1611","HD 191785","302.775308292712","16.1879980491303","66.66","34.6554","-53.8256","18.5841","K0V","0.9","1252800.0","4000.0","0.7"
"1612","G  29-19","349.393945489254","6.39124314348","66.67","65.1237","-12.1947","7.4215","M3.0V","0.38","528960.0","3000.0","0.3"
"1613","HD 219482","349.24036453178","-62.00119779668","66.68","30.7528","-5.844","-58.8756","F6V","1.32","1837440.0","6500.0","1.3"
"1614","2MASS J15525906+2948485","238.24608919868","29.81349493739","66.69","-30.4519","-49.2023","33.1568","L0e","","","",""
"1615","HD 125455","214.89526362407","-5.15119170095361","66.7","-54.4863","-38.0035","-5.9886","K1V","0.86","1197120.0","4000.0","0.7"
"1616","LP  102-241","266.5491642","60.4065259","66.7","-1.9827","-32.8796","57.9991","M4.5","0.34","473280.0","3000.0","0.3"
"1617","CD-42 15640","327.299377960417","-41.5590096380556","66.7","41.9993","-26.9637","-44.2482","M6V","0.26","361920.0","3000.0","0.3"
"1618","G 129-48","359.438244952526","19.7697599657353","66.71","62.7751","-0.6155","22.5641","M3.5V","0.38","528960.0","3000.0","0.3"
"1619","L   70-53","208.866534462518","-73.4946865078739","66.73","-16.6026","-9.1525","-63.9803","M2","0.42","584640.0","3000.0","0.3"
"1620","HD 114613","198.013267899462","-37.8030222023508","66.74","-50.1481","-16.3069","-40.9082","G3V","1.04","1447680.0","5500.0","1.0"
"1621","* nu.02 CMa","99.1709903284804","-19.2558804035156","66.77","-10.0465","62.2288","-22.0199","K1.5III-IVFe1","0.86","1197120.0","4000.0","0.7"
"1622","HD  24496","58.61680553277","16.616053104","66.77","33.3191","54.6215","19.0933","G7V","0.96","1336320.0","5500.0","1.0"
"1623","HD 125455B","214.899352402229","-5.15231164376806","66.78","-54.5489","-38.0529","-5.9971","M4.0V","0.34","473280.0","3000.0","0.3"
"1624","PM J05434-3041","85.86107242467","-30.69593112148","66.78","4.1445","57.2736","-34.09","M3","0.38","528960.0","3000.0","0.3"
"1625","UCAC4 217-039132","145.66764411663","-46.62157952557","66.79","-37.8804","25.8716","-48.5452","DAH","","","",""
"1626","StM 300","250.46616034617","55.17288263446","66.79","-12.7539","-35.9485","54.8265","M7:","0.22","306240.0","3000.0","0.3"
"1627","LP  348-40","2.97097781273","22.9846093198","66.79","61.4049","3.1869","26.0804","M3.5V","0.38","528960.0","3000.0","0.3"
"1628","* pi.01 Cnc C","138.061213","14.99434","66.8","-47.9979","43.1248","17.2827","L8.5+L7.5","","","",""
"1629","HD 118100","203.680026456611","-8.34203834172333","66.81","-60.5374","-26.5489","-9.6929","K5Ve","0.7","974400.0","4000.0","0.7"
"1630","HD 178445","287.717783897384","-47.1586216867603","66.81","13.8253","-43.274","-48.9877","K6.5V","0.66","918720.0","4000.0","0.7"
"1631","RX J0451.0+3127","72.7559190783","31.45658153782","66.81","16.8947","54.4296","34.865","M3.7V","0.38","528960.0","3000.0","0.3"
"1632","G 163-21","163.674825870117","-7.30928457368972","66.83","-63.6144","18.6325","-8.5025","M4.0V","0.34","473280.0","3000.0","0.3"
"1633","G 100-49","89.3277385431687","17.1415734441047","66.83","0.7493","63.857","19.6971","M4","0.34","473280.0","3000.0","0.3"
"1634","LP  605-23","128.127015323211","-1.57737540349306","66.84","-41.2518","52.5594","-1.8399","M6Ve","0.26","361920.0","3000.0","0.3"
"1635","G   2-26","17.90277260043","12.08528689622","66.85","62.2032","20.0944","13.9962","M0V","0.5","696000.0","3000.0","0.3"
"1636","HD 199981","315.41291919719","-32.52447741471","66.85","40.1425","-39.5681","-35.9426","K6Vk:","0.66","918720.0","4000.0","0.7"
"1637","LP  803-32","236.96414474329","-16.3150048894428","66.86","-34.9819","-53.7937","-18.7822","dM4.0","","","",""
"1638","Ross  768","315.669678424175","-18.5213743564861","66.89","45.3697","-44.3213","-21.2482","M1","0.46","640320.0","3000.0","0.3"
"1639","LP  141-1","281.467687552236","52.4612846113767","66.9","8.1041","-39.9483","53.0478","d/sdM4","","","",""
"1640","LP  715-39","69.6548190757275","-11.5041057154575","66.9","22.7922","61.4663","-13.3424","M3.0V","0.38","528960.0","3000.0","0.3"
"1641","G 201-33","226.456025012743","55.0786652438261","66.9","-26.3832","-27.7594","54.8539","M3.5V","0.38","528960.0","3000.0","0.3"
"1642","Wolf  832","273.74937687867","19.65720572222","66.91","4.1204","-62.8758","22.508","M2.0V","0.42","584640.0","3000.0","0.3"
"1643","* sig02 UMa A","137.59811110645","67.13401715901","66.92","-19.2019","17.5349","61.6612","F6IV-V","1.32","1837440.0","6500.0","1.3"
"1644","BD+02  2098","133.781757190212","1.54650420645528","66.92","-46.286","48.2973","1.8061","M0V","0.5","696000.0","3000.0","0.3"
"1645","G 100-49B","89.3296632305325","17.1409908880061","66.92","0.7481","63.9432","19.7229","M5","0.3","417600.0","3000.0","0.3"
"1646","LP  211-12","142.50696705249","39.62327488053","66.92","-40.8975","31.3739","42.6774","M3V","0.38","528960.0","3000.0","0.3"
"1647","LP  397-34 A","323.09157971438","24.56161580193","66.93","48.6745","-36.557","27.8209","M4V","0.34","473280.0","3000.0","0.3"
"1648","G 241-76A","3.31576178142417","69.3269019984125","66.93","23.5891","1.3667","62.6204","M3.5V","0.38","528960.0","3000.0","0.3"
"1649","HD  85488","148.047345135666","3.22184035455306","66.94","-56.7079","35.3699","3.7622","K5V","0.7","974400.0","4000.0","0.7"
"1650","LP  499-10","209.586265471099","11.0138298396644","66.95","-57.1483","-32.4466","12.7905","dM5.0","","","",""
"1651","G 170-54","264.402025041421","22.0972707706181","66.97","-6.0529","-61.7549","25.1928","dM4.5","","","",""
"1652","HD   6660B","16.9105590015175","22.9557576125975","66.97","58.9999","17.9374","26.1197","M3.5Ve","0.38","528960.0","3000.0","0.3"
"1653","EGGR  16","34.2417615518125","42.9681228194178","66.97","40.5103","27.574","45.6462","DA9.5","","","",""
"1654","LP  740-6","215.84935698187","-14.9263232682625","66.98","-52.4594","-37.9036","-17.2525","M5Ve","0.3","417600.0","3000.0","0.3"
"1655","HD   6660","16.9078094943721","22.9549793399003","67.0","59.0276","17.9427","26.1305","K4V","0.74","1030080.0","4000.0","0.7"
"1656","2MASS J10280776-6327128","157.032345777777","-63.4535764764872","67.03","-27.5824","11.6897","-59.9632","DAZ?","","","",""
"1657","2MASS J05441150-2433018","86.0480130105408","-24.5506993426647","67.05","4.2033","60.8433","-27.8592","M7.6V","0.22","306240.0","3000.0","0.3"
"1658","G 264-17","330.838565218445","67.499953109675","67.05","22.4067","-12.5029","61.9461","dM4.0","","","",""
"1659","UCAC4 542-050682","173.09585785153","18.27286851743","67.06","-63.2167","7.6547","21.0262","M2.5V","0.42","584640.0","3000.0","0.3"
"1660","* sig02 UMa B","137.59779277613","67.13510437054","67.06","-19.2411","17.5709","61.7907","K2V","0.82","1141440.0","4000.0","0.7"
"1661","G  93-33","326.054128243753","6.64146688681722","67.08","55.2738","-37.2067","7.7582","M3.0Ve","0.38","528960.0","3000.0","0.3"
"1662","HD  23052","55.6535954709971","17.2935308492321","67.08","36.1353","52.8804","19.9407","G4V","1.02","1419840.0","5500.0","1.0"
"1663","G 215-30","329.841350083521","41.8588661143825","67.09","43.2042","-25.1037","44.769","M3.0V","0.38","528960.0","3000.0","0.3"
"1664","2MASS J06231714+2631320","95.8214315351646","26.5254970386369","67.09","-6.0885","59.7182","29.9621","L3pec","","","",""
"1665","2MASS J07340889-4330256","113.537077940214","-43.5071171790342","67.11","-19.4376","44.6245","-46.2015","L7","","","",""
"1666","G 146-35","157.1166795","48.2387398","67.11","-41.1794","17.3807","50.0591","M3.5V","0.38","528960.0","3000.0","0.3"
"1667","ULAS J085910.69+101017.1","134.7937159","10.1699656","67.11","-46.5399","46.8762","11.8495","T7","","","",""
"1668","LP  397-34 B","323.09191016494","24.56166847266","67.12","48.8129","-36.6605","27.8999","M4V","0.34","473280.0","3000.0","0.3"
"1669","G 197-32","177.19699940768","53.0860038652486","67.13","-40.2711","1.9717","53.673","M4V","0.34","473280.0","3000.0","0.3"
"1670","LP  162-55","115.54065255203","50.07436474519","67.13","-18.5755","38.8734","51.4805","M2.5V","0.42","584640.0","3000.0","0.3"
"1671","StKM 1-598","97.75481790033","50.04673285315","67.14","-5.8177","42.7205","51.4674","M0.8V","0.5","696000.0","3000.0","0.3"
"1672","V* V2213 Oph","256.320077754506","0.702561531013611","67.16","-15.882","-65.2499","0.8235","F8.5IV-V","1.26","1753920.0","6500.0","1.3"
